client_id,invoice_no,date,items,invoice_value
12753,543518,2011-02-09 11:21:00,LUNCH BAG RED RETROSPOT|PARTY BUNTING,520.0
12753,561388,2011-07-27 09:32:00,PARTY BUNTING,207.50000000000003
12757,553017,2011-05-12 19:01:00,JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES|RETROSPOT TEA SET CERAMIC 11 PC,40.05
12757,555862,2011-06-07 14:28:00,LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN,33.0
12757,560694,2011-07-20 12:05:00,JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN,124.1
12757,569866,2011-10-06 14:50:00,BAKING SET 9 PIECE RETROSPOT|JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG SPACEBOY DESIGN|RETROSPOT TEA SET CERAMIC 11 PC,123.1
12757,569870,2011-10-06 14:59:00,LUNCH BAG CARS BLUE|LUNCH BAG SPACEBOY DESIGN,9.899999999999999
12757,575743,2011-11-11 10:01:00,LUNCH BAG RED RETROSPOT,49.5
12758,545937,2011-03-08 12:05:00,ASSORTED COLOUR BIRD ORNAMENT|JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT,162.06
12758,563241,2011-08-15 10:22:00,JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN,173.6
12759,546027,2011-03-09 08:09:00,BAKING SET 9 PIECE RETROSPOT|LUNCH BAG SPACEBOY DESIGN|WHITE HANGING HEART T-LIGHT HOLDER,66.75
12759,557525,2011-06-21 09:26:00,JAM MAKING SET WITH JARS|LUNCH BAG SPACEBOY DESIGN|REGENCY CAKESTAND 3 TIER|WHITE HANGING HEART T-LIGHT HOLDER,72.45
12759,571697,2011-10-18 14:49:00,LUNCH BAG SPACEBOY DESIGN|SET OF 3 CAKE TINS PANTRY DESIGN|WHITE HANGING HEART T-LIGHT HOLDER,49.050000000000004
12762,576269,2011-11-14 14:23:00,BAKING SET 9 PIECE RETROSPOT|RETROSPOT TEA SET CERAMIC 11 PC,116.85
12762,580153,2011-12-02 10:23:00,BAKING SET 9 PIECE RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES,57.75000000000001
12764,542276,2011-01-27 10:19:00,JAM MAKING SET WITH JARS|PARTY BUNTING|REGENCY CAKESTAND 3 TIER|SET OF 3 CAKE TINS PANTRY DESIGN,327.15
12766,537818,2010-12-08 13:53:00,NATURAL SLATE HEART CHALKBOARD,17.700000000000003
12766,540546,2011-01-09 15:56:00,JAM MAKING SET PRINTED|JAM MAKING SET WITH JARS|NATURAL SLATE HEART CHALKBOARD|SET OF 3 CAKE TINS PANTRY DESIGN,75.45
12766,544495,2011-02-21 11:42:00,BAKING SET 9 PIECE RETROSPOT|NATURAL SLATE HEART CHALKBOARD|RETROSPOT TEA SET CERAMIC 11 PC,79.95000000000002
12766,549953,2011-04-13 13:15:00,BAKING SET 9 PIECE RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|NATURAL SLATE HEART CHALKBOARD|RETROSPOT TEA SET CERAMIC 11 PC,157.5
12766,559907,2011-07-13 13:37:00,LUNCH BAG RED RETROSPOT|RETROSPOT TEA SET CERAMIC 11 PC,62.7
12766,570964,2011-10-13 11:50:00,BAKING SET 9 PIECE RETROSPOT|NATURAL SLATE HEART CHALKBOARD|PACK OF 72 RETROSPOT CAKE CASES|RETROSPOT TEA SET CERAMIC 11 PC,168.60000000000002
12766,580734,2011-12-06 08:46:00,BAKING SET 9 PIECE RETROSPOT|JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|RETROSPOT TEA SET CERAMIC 11 PC,135.65
12769,550201,2011-04-15 10:25:00,LUNCH BAG SPACEBOY DESIGN|REGENCY CAKESTAND 3 TIER,191.7
12770,553045,2011-05-13 09:33:00,LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT,165.0
12772,570499,2011-10-11 09:19:00,BAKING SET 9 PIECE RETROSPOT|LUNCH BAG RED RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES|RETROSPOT TEA SET CERAMIC 11 PC,59.400000000000006
12775,547365,2011-03-22 12:36:00,WHITE HANGING HEART T-LIGHT HOLDER,35.400000000000006
12778,556235,2011-06-09 15:29:00,PACK OF 72 RETROSPOT CAKE CASES,13.200000000000001
12779,536971,2010-12-03 13:40:00,JAM MAKING SET PRINTED,17.4
12779,541267,2011-01-17 10:37:00,JAM MAKING SET PRINTED|SET OF 3 CAKE TINS PANTRY DESIGN,67.05
12779,543214,2011-02-04 13:19:00,SET OF 3 CAKE TINS PANTRY DESIGN,102.0
12779,554651,2011-05-25 12:55:00,JAM MAKING SET PRINTED,69.6
12779,573999,2011-11-02 11:43:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL,37.5
12782,539353,2010-12-17 11:30:00,JAM MAKING SET WITH JARS|WHITE HANGING HEART T-LIGHT HOLDER,62.7
12782,542147,2011-01-26 10:02:00,BAKING SET 9 PIECE RETROSPOT|RETROSPOT TEA SET CERAMIC 11 PC|SET OF 3 CAKE TINS PANTRY DESIGN,74.25
12782,548470,2011-03-31 12:36:00,ASSORTED COLOUR BIRD ORNAMENT|RETROSPOT TEA SET CERAMIC 11 PC|WHITE HANGING HEART T-LIGHT HOLDER,108.32000000000001
12782,559862,2011-07-13 10:30:00,PACK OF 72 RETROSPOT CAKE CASES,13.200000000000001
12782,580545,2011-12-05 09:16:00,RETROSPOT TEA SET CERAMIC 11 PC,14.850000000000001
12783,568208,2011-09-25 15:35:00,ASSORTED COLOUR BIRD ORNAMENT|HEART OF WICKER SMALL,33.31999999999999
12783,571188,2011-10-14 11:42:00,BAKING SET 9 PIECE RETROSPOT,14.850000000000001
12784,578488,2011-11-24 12:53:00,ASSORTED COLOUR BIRD ORNAMENT|JAM MAKING SET PRINTED|RETROSPOT TEA SET CERAMIC 11 PC,53.269999999999996
12785,538311,2010-12-10 13:48:00,JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT,52.5
12792,547897,2011-03-28 11:36:00,JAM MAKING SET PRINTED,17.4
12793,536990,2010-12-03 15:14:00,LUNCH BAG CARS BLUE,23.099999999999998
12793,540519,2011-01-09 12:12:00,LUNCH BAG RED RETROSPOT,33.0
12794,571477,2011-10-17 14:54:00,JAM MAKING SET PRINTED|SET OF 3 CAKE TINS PANTRY DESIGN,32.25
12795,577618,2011-11-21 10:27:00,REGENCY CAKESTAND 3 TIER,51.0
12808,537246,2010-12-06 10:27:00,LUNCH BAG CARS BLUE,16.5
12809,556829,2011-06-15 10:51:00,REGENCY CAKESTAND 3 TIER|SET OF 3 CAKE TINS PANTRY DESIGN,40.35
12811,545191,2011-02-28 15:39:00,JUMBO BAG RED RETROSPOT|LUNCH BAG RED RETROSPOT,36.0
12815,554654,2011-05-25 13:34:00,BAKING SET 9 PIECE RETROSPOT|JAM MAKING SET PRINTED|JAM MAKING SET WITH JARS,57.75
12815,560119,2011-07-15 10:21:00,JAM MAKING SET WITH JARS|SET OF 3 CAKE TINS PANTRY DESIGN,55.2
12816,557027,2011-06-16 13:24:00,JAM MAKING SET WITH JARS,25.5
12816,565583,2011-09-05 12:41:00,SET OF 3 CAKE TINS PANTRY DESIGN,14.850000000000001
12817,545570,2011-03-03 16:28:00,ASSORTED COLOUR BIRD ORNAMENT|RETROSPOT TEA SET CERAMIC 11 PC,86.44
12818,547493,2011-03-23 12:06:00,JAM MAKING SET WITH JARS|RETROSPOT TEA SET CERAMIC 11 PC,147.0
12820,541283,2011-01-17 12:34:00,WHITE HANGING HEART T-LIGHT HOLDER,17.700000000000003
12820,572873,2011-10-26 13:27:00,PAPER CHAIN KIT 50'S CHRISTMAS,17.700000000000003
12820,580973,2011-12-06 15:12:00,PAPER CHAIN KIT 50'S CHRISTMAS,17.700000000000003
12822,566580,2011-09-13 13:46:00,LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|PAPER CHAIN KIT 50'S CHRISTMAS|SPOTTY BUNTING,98.10000000000001
12822,569024,2011-09-30 10:04:00,PAPER CHAIN KIT 50'S CHRISTMAS,102.0
12826,538107,2010-12-09 15:21:00,PAPER CHAIN KIT 50'S CHRISTMAS,17.700000000000003
12826,541574,2011-01-19 12:52:00,PACK OF 72 RETROSPOT CAKE CASES,13.200000000000001
12826,542347,2011-01-27 12:06:00,LUNCH BAG CARS BLUE|LUNCH BAG SPACEBOY DESIGN,33.0
12826,575682,2011-11-10 15:37:00,PAPER CHAIN KIT 50'S CHRISTMAS,17.700000000000003
12826,581022,2011-12-07 10:25:00,PAPER CHAIN KIT 50'S CHRISTMAS,35.400000000000006
12827,572907,2011-10-26 15:44:00,BAKING SET 9 PIECE RETROSPOT|RETROSPOT TEA SET CERAMIC 11 PC|SET OF 3 CAKE TINS PANTRY DESIGN,44.550000000000004
12827,574833,2011-11-07 11:29:00,BAKING SET 9 PIECE RETROSPOT|RETROSPOT TEA SET CERAMIC 11 PC,59.400000000000006
12827,580438,2011-12-04 12:17:00,BAKING SET 9 PIECE RETROSPOT|RETROSPOT TEA SET CERAMIC 11 PC,74.25
12828,569577,2011-10-05 10:53:00,BAKING SET 9 PIECE RETROSPOT|RETROSPOT TEA SET CERAMIC 11 PC,29.700000000000003
12831,547366,2011-03-22 13:02:00,NATURAL SLATE HEART CHALKBOARD,20.650000000000002
12833,560264,2011-07-17 13:46:00,ASSORTED COLOUR BIRD ORNAMENT|HEART OF WICKER SMALL|NATURAL SLATE HEART CHALKBOARD|PARTY BUNTING,84.34
12834,545346,2011-03-02 09:49:00,PARTY BUNTING,19.8
12836,542806,2011-02-01 11:20:00,NATURAL SLATE HEART CHALKBOARD|WHITE HANGING HEART T-LIGHT HOLDER,101.85
12836,551855,2011-05-04 15:08:00,ASSORTED COLOUR BIRD ORNAMENT|JUMBO BAG RED RETROSPOT|REGENCY CAKESTAND 3 TIER,85.05000000000001
12836,561204,2011-07-25 15:22:00,SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,20.75
12836,570677,2011-10-11 15:10:00,JUMBO BAG RED RETROSPOT|WHITE HANGING HEART T-LIGHT HOLDER,47.88000000000001
12837,557317,2011-06-19 16:07:00,NATURAL SLATE HEART CHALKBOARD|RETROSPOT TEA SET CERAMIC 11 PC,28.650000000000002
12838,536415,2010-12-01 11:57:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|JAM MAKING SET PRINTED|PACK OF 72 RETROSPOT CAKE CASES|PAPER CHAIN KIT 50'S CHRISTMAS,34.35
12838,574670,2011-11-06 12:20:00,HEART OF WICKER SMALL|REX CASH+CARRY JUMBO SHOPPER,6.4
12839,561806,2011-07-29 14:55:00,NATURAL SLATE HEART CHALKBOARD,17.700000000000003
12839,563619,2011-08-18 10:01:00,JUMBO BAG RED RETROSPOT|NATURAL SLATE HEART CHALKBOARD,38.5
12839,566035,2011-09-08 13:17:00,NATURAL SLATE HEART CHALKBOARD,17.700000000000003
12839,568882,2011-09-29 12:39:00,JUMBO BAG RED RETROSPOT,20.8
12839,573078,2011-10-27 14:13:00,JUMBO BAG RED RETROSPOT|NATURAL SLATE HEART CHALKBOARD,38.5
12839,576381,2011-11-15 09:26:00,NATURAL SLATE HEART CHALKBOARD|PACK OF 72 RETROSPOT CAKE CASES,48.60000000000001
12839,579131,2011-11-28 12:33:00,JUMBO BAG RED RETROSPOT,20.8
12839,581122,2011-12-07 12:33:00,JUMBO BAG RED RETROSPOT|NATURAL SLATE HEART CHALKBOARD,91.60000000000001
12840,551269,2011-04-27 12:21:00,JAM MAKING SET WITH JARS|JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|NATURAL SLATE HEART CHALKBOARD|WHITE HANGING HEART T-LIGHT HOLDER,131.20000000000002
12840,552453,2011-05-09 14:10:00,JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN,119.8
12840,556304,2011-06-10 10:29:00,LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN,99.0
12840,560448,2011-07-19 09:29:00,LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT,66.0
12841,536859,2010-12-03 10:43:00,PAPER CHAIN KIT 50'S CHRISTMAS|WHITE HANGING HEART T-LIGHT HOLDER,11.8
12841,537128,2010-12-05 12:15:00,PAPER CHAIN KIT 50'S CHRISTMAS|PARTY BUNTING,24.05
12841,540348,2011-01-06 13:56:00,PARTY BUNTING,13.950000000000001
12841,542631,2011-01-31 10:09:00,PARTY BUNTING,23.25
12841,543647,2011-02-10 19:49:00,PARTY BUNTING,9.9
12841,544109,2011-02-16 10:56:00,REX CASH+CARRY JUMBO SHOPPER,0.95
12841,544941,2011-02-25 10:25:00,PARTY BUNTING,19.8
12841,550138,2011-04-14 14:02:00,JAM MAKING SET WITH JARS|PARTY BUNTING,38.9
12841,551528,2011-05-01 12:54:00,PARTY BUNTING,29.700000000000003
12841,556477,2011-06-12 12:20:00,JAM MAKING SET PRINTED|JAM MAKING SET WITH JARS|PARTY BUNTING|SPOTTY BUNTING,55.95
12841,558763,2011-07-03 13:08:00,JAM MAKING SET WITH JARS|REX CASH+CARRY JUMBO SHOPPER|SPOTTY BUNTING,33.5
12841,560261,2011-07-17 13:35:00,SPOTTY BUNTING,14.850000000000001
12841,562162,2011-08-03 12:03:00,PAPER CHAIN KIT 50'S CHRISTMAS|PARTY BUNTING|REX CASH+CARRY JUMBO SHOPPER,72.15
12841,573001,2011-10-27 12:08:00,BAKING SET 9 PIECE RETROSPOT,4.95
12841,577089,2011-11-17 15:59:00,PARTY BUNTING|REGENCY CAKESTAND 3 TIER,22.65
12841,578791,2011-11-25 12:20:00,WHITE HANGING HEART T-LIGHT HOLDER,5.9
12841,580600,2011-12-05 11:13:00,PAPER CHAIN KIT 50'S CHRISTMAS,8.850000000000001
12842,569147,2011-09-30 15:33:00,ASSORTED COLOUR BIRD ORNAMENT|PAPER CHAIN KIT 50'S CHRISTMAS|WHITE HANGING HEART T-LIGHT HOLDER,171.07999999999998
12843,547077,2011-03-20 14:38:00,PARTY BUNTING,29.700000000000003
12843,551623,2011-05-03 11:44:00,JUMBO BAG RED RETROSPOT|PARTY BUNTING|REGENCY CAKESTAND 3 TIER|WHITE HANGING HEART T-LIGHT HOLDER,142.10000000000002
12843,552554,2011-05-10 11:04:00,PARTY BUNTING|SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,63.2
12843,555691,2011-06-06 14:31:00,LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|PARTY BUNTING|REGENCY CAKESTAND 3 TIER|SPOTTY BUNTING,142.65
12843,556906,2011-06-15 13:07:00,LUNCH BAG RED RETROSPOT|PARTY BUNTING,56.1
12843,558756,2011-07-03 12:21:00,LUNCH BAG CARS BLUE|PARTY BUNTING|SPOTTY BUNTING,105.60000000000001
12844,561967,2011-08-01 13:11:00,NATURAL SLATE HEART CHALKBOARD|SPOTTY BUNTING,24.65
12845,544662,2011-02-22 14:10:00,PACK OF 72 RETROSPOT CAKE CASES,0.55
12851,565426,2011-09-04 12:41:00,REX CASH+CARRY JUMBO SHOPPER,2.8499999999999996
12852,544338,2011-02-18 08:47:00,BAKING SET 9 PIECE RETROSPOT|REGENCY CAKESTAND 3 TIER|SET OF 3 CAKE TINS PANTRY DESIGN,55.2
12853,542431,2011-01-28 10:28:00,NATURAL SLATE HEART CHALKBOARD,17.700000000000003
12853,550124,2011-04-14 12:41:00,NATURAL SLATE HEART CHALKBOARD|PACK OF 72 RETROSPOT CAKE CASES|REGENCY CAKESTAND 3 TIER|RETROSPOT TEA SET CERAMIC 11 PC,111.60000000000001
12853,561595,2011-07-28 11:22:00,JUMBO BAG RED RETROSPOT|LUNCH BAG RED RETROSPOT|PAPER CHAIN KIT 50'S CHRISTMAS,108.10000000000001
12854,542105,2011-01-25 13:35:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|JAM MAKING SET PRINTED|NATURAL SLATE HEART CHALKBOARD|REGENCY CAKESTAND 3 TIER|WHITE HANGING HEART T-LIGHT HOLDER,110.65
12854,549844,2011-04-12 14:17:00,ASSORTED COLOUR BIRD ORNAMENT|PARTY BUNTING|RETROSPOT TEA SET CERAMIC 11 PC|WHITE HANGING HEART T-LIGHT HOLDER,173.75
12854,567805,2011-09-22 12:15:00,PARTY BUNTING|SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,82.05000000000001
12856,570116,2011-10-07 12:38:00,BAKING SET 9 PIECE RETROSPOT|HEART OF WICKER LARGE|LUNCH BAG CARS BLUE|LUNCH BAG SPACEBOY DESIGN|PACK OF 72 RETROSPOT CAKE CASES|PAPER CHAIN KIT 50'S CHRISTMAS|SPOTTY BUNTING,45.0
12856,571212,2011-10-14 12:53:00,NATURAL SLATE HEART CHALKBOARD|PAPER CHAIN KIT 50'S CHRISTMAS,32.45
12856,573544,2011-10-31 13:11:00,LUNCH BAG SPACEBOY DESIGN|NATURAL SLATE HEART CHALKBOARD|PAPER CHAIN KIT 50'S CHRISTMAS,33.15
12856,575766,2011-11-11 11:06:00,HEART OF WICKER LARGE|WHITE HANGING HEART T-LIGHT HOLDER,41.300000000000004
12856,577690,2011-11-21 11:34:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|PAPER CHAIN KIT 50'S CHRISTMAS|WHITE HANGING HEART T-LIGHT HOLDER,25.6
12856,580162,2011-12-02 10:52:00,PAPER CHAIN KIT 50'S CHRISTMAS|WHITE HANGING HEART T-LIGHT HOLDER,17.700000000000003
12857,543597,2011-02-10 12:32:00,BAKING SET 9 PIECE RETROSPOT|HEART OF WICKER LARGE|JAM MAKING SET PRINTED,79.65
12863,571685,2011-10-18 14:15:00,SET OF 3 CAKE TINS PANTRY DESIGN,59.400000000000006
12865,562602,2011-08-08 10:11:00,JAM MAKING SET PRINTED,17.4
12866,545314,2011-03-01 14:11:00,NATURAL SLATE HEART CHALKBOARD,17.700000000000003
12867,538890,2010-12-14 16:39:00,ASSORTED COLOUR BIRD ORNAMENT|JUMBO BAG RED RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES,26.02
12867,543978,2011-02-14 15:37:00,ASSORTED COLOUR BIRD ORNAMENT|JAM MAKING SET PRINTED|JAM MAKING SET WITH JARS|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|PACK OF 72 RETROSPOT CAKE CASES|RETROSPOT TEA SET CERAMIC 11 PC,80.69
12867,547223,2011-03-21 15:10:00,ASSORTED COLOUR BIRD ORNAMENT|JAM MAKING SET WITH JARS|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|PACK OF 72 RETROSPOT CAKE CASES,41.51
12867,552469,2011-05-09 15:34:00,JAM MAKING SET PRINTED|JAM MAKING SET WITH JARS|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|PACK OF 72 RETROSPOT CAKE CASES|REX CASH+CARRY JUMBO SHOPPER,36.3
12867,558237,2011-06-27 15:04:00,ASSORTED COLOUR BIRD ORNAMENT|JAM MAKING SET WITH JARS|LUNCH BAG RED RETROSPOT|PARTY BUNTING|REX CASH+CARRY JUMBO SHOPPER|SPOTTY BUNTING,52.29
12867,565434,2011-09-04 13:35:00,ASSORTED COLOUR BIRD ORNAMENT|JAM MAKING SET WITH JARS|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|PACK OF 72 RETROSPOT CAKE CASES,54.09
12867,576062,2011-11-13 15:30:00,ASSORTED COLOUR BIRD ORNAMENT|JAM MAKING SET WITH JARS|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|PACK OF 72 RETROSPOT CAKE CASES|PARTY BUNTING,71.14
12868,540981,2011-01-12 15:25:00,ASSORTED COLOUR BIRD ORNAMENT|JAM MAKING SET WITH JARS|NATURAL SLATE HEART CHALKBOARD|SET OF 3 CAKE TINS PANTRY DESIGN|WHITE HANGING HEART T-LIGHT HOLDER,89.27000000000001
12868,542389,2011-01-27 14:46:00,NATURAL SLATE HEART CHALKBOARD|PACK OF 72 RETROSPOT CAKE CASES|SET OF 3 CAKE TINS PANTRY DESIGN,45.75000000000001
12868,546683,2011-03-16 09:38:00,ASSORTED COLOUR BIRD ORNAMENT|JAM MAKING SET WITH JARS|SET OF 3 CAKE TINS PANTRY DESIGN,53.870000000000005
12868,551994,2011-05-05 15:42:00,ASSORTED COLOUR BIRD ORNAMENT|JAM MAKING SET WITH JARS|REGENCY CAKESTAND 3 TIER|WHITE HANGING HEART T-LIGHT HOLDER,82.22
12868,555743,2011-06-07 10:42:00,ASSORTED COLOUR BIRD ORNAMENT,13.52
12871,553350,2011-05-16 13:32:00,WHITE HANGING HEART T-LIGHT HOLDER,81.6
12871,567144,2011-09-16 15:07:00,WHITE HANGING HEART T-LIGHT HOLDER,163.2
12872,538086,2010-12-09 14:44:00,ASSORTED COLOUR BIRD ORNAMENT|JAM MAKING SET PRINTED|PAPER CHAIN KIT 50'S CHRISTMAS|PARTY BUNTING|REX CASH+CARRY JUMBO SHOPPER|WHITE HANGING HEART T-LIGHT HOLDER,104.29
12872,541268,2011-01-17 10:52:00,ASSORTED COLOUR BIRD ORNAMENT|NATURAL SLATE HEART CHALKBOARD|REX CASH+CARRY JUMBO SHOPPER|SET OF 3 CAKE TINS PANTRY DESIGN|WHITE HANGING HEART T-LIGHT HOLDER,57.77
12873,545431,2011-03-02 14:58:00,PAPER CHAIN KIT 50'S CHRISTMAS,102.0
12876,554938,2011-05-27 13:34:00,JAM MAKING SET PRINTED|PACK OF 72 RETROSPOT CAKE CASES|REGENCY CAKESTAND 3 TIER|RETROSPOT TEA SET CERAMIC 11 PC,70.95
12876,571030,2011-10-13 12:26:00,BAKING SET 9 PIECE RETROSPOT|JAM MAKING SET PRINTED|JUMBO BAG RED RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES|REGENCY CAKESTAND 3 TIER,186.55
12877,576560,2011-11-15 13:21:00,REX CASH+CARRY JUMBO SHOPPER|SET OF 3 CAKE TINS PANTRY DESIGN,10.85
12878,550327,2011-04-17 13:07:00,JUMBO BAG RED RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES,34.0
12883,566288,2011-09-11 15:18:00,SET OF 3 CAKE TINS PANTRY DESIGN,14.850000000000001
12883,576383,2011-11-15 09:31:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|SPOTTY BUNTING,52.35
12884,566398,2011-09-12 13:10:00,JUMBO BAG RED RETROSPOT,20.8
12885,562607,2011-08-08 11:45:00,ASSORTED COLOUR BIRD ORNAMENT|JAM MAKING SET PRINTED|JAM MAKING SET WITH JARS|REGENCY CAKESTAND 3 TIER|SET OF 3 CAKE TINS PANTRY DESIGN,96.77
12885,570129,2011-10-07 13:34:00,JAM MAKING SET PRINTED|SET OF 3 CAKE TINS PANTRY DESIGN,32.25
12886,551775,2011-05-04 11:21:00,JAM MAKING SET WITH JARS|REGENCY CAKESTAND 3 TIER|WHITE HANGING HEART T-LIGHT HOLDER,55.95
12886,569248,2011-10-03 10:09:00,PAPER CHAIN KIT 50'S CHRISTMAS|REGENCY CAKESTAND 3 TIER,60.900000000000006
12890,576626,2011-11-15 17:26:00,JAM MAKING SET PRINTED|PAPER CHAIN KIT 50'S CHRISTMAS|SPOTTY BUNTING,30.6
12893,575303,2011-11-09 12:34:00,HEART OF WICKER SMALL|PAPER CHAIN KIT 50'S CHRISTMAS,12.5
12895,566616,2011-09-14 08:35:00,BAKING SET 9 PIECE RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES|PARTY BUNTING,47.85
12897,543693,2011-02-11 11:40:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL,128.8
12897,553839,2011-05-19 12:13:00,HEART OF WICKER SMALL|SPOTTY BUNTING,87.7
12901,558418,2011-06-29 11:35:00,JAM MAKING SET WITH JARS,15.0
12901,573008,2011-10-27 12:26:00,JAM MAKING SET WITH JARS,15.0
12904,557469,2011-06-20 13:18:00,PARTY BUNTING,9.9
12904,577751,2011-11-21 14:34:00,ASSORTED COLOUR BIRD ORNAMENT,27.04
12906,567883,2011-09-22 15:03:00,ASSORTED COLOUR BIRD ORNAMENT|REGENCY CAKESTAND 3 TIER,26.27
12909,548486,2011-03-31 12:51:00,JAM MAKING SET WITH JARS|LUNCH BAG RED RETROSPOT,42.0
12909,548490,2011-03-31 13:13:00,JAM MAKING SET PRINTED|JAM MAKING SET WITH JARS|JUMBO BAG RED RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES|REGENCY CAKESTAND 3 TIER,88.35
12909,554084,2011-05-22 11:52:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|JUMBO BAG RED RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES|REGENCY CAKESTAND 3 TIER|SPOTTY BUNTING,111.85000000000001
12909,566563,2011-09-13 12:22:00,SPOTTY BUNTING,29.700000000000003
12909,573531,2011-10-31 12:43:00,HEART OF WICKER SMALL,19.799999999999997
12910,554705,2011-05-26 10:12:00,LUNCH BAG SPACEBOY DESIGN,49.5
12910,561636,2011-07-28 14:36:00,LUNCH BAG SPACEBOY DESIGN,33.0
12910,567823,2011-09-22 12:55:00,RETROSPOT TEA SET CERAMIC 11 PC,102.0
12913,537433,2010-12-06 16:36:00,ASSORTED COLOUR BIRD ORNAMENT|PAPER CHAIN KIT 50'S CHRISTMAS,217.52
12913,578362,2011-11-24 10:39:00,HEART OF WICKER SMALL|JUMBO BAG RED RETROSPOT|NATURAL SLATE HEART CHALKBOARD,96.80000000000001
12913,580630,2011-12-05 12:11:00,HEART OF WICKER SMALL|PAPER CHAIN KIT 50'S CHRISTMAS,128.1
12915,536707,2010-12-02 12:33:00,REGENCY CAKESTAND 3 TIER,25.5
12915,559982,2011-07-14 11:34:00,PARTY BUNTING|REGENCY CAKESTAND 3 TIER|SET OF 3 CAKE TINS PANTRY DESIGN,60.150000000000006
12916,541838,2011-01-23 10:43:00,PARTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,132.75
12916,547839,2011-03-27 10:54:00,WHITE HANGING HEART T-LIGHT HOLDER,81.6
12916,554066,2011-05-22 10:40:00,PARTY BUNTING|SPOTTY BUNTING,99.0
12916,561024,2011-07-24 10:35:00,SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,192.89999999999998
12919,574963,2011-11-08 10:27:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|NATURAL SLATE HEART CHALKBOARD,72.9
12919,580070,2011-12-01 13:47:00,NATURAL SLATE HEART CHALKBOARD,70.80000000000001
12921,537683,2010-12-08 10:14:00,LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES,62.7
12921,540149,2011-01-05 11:00:00,JUMBO BAG RED RETROSPOT,58.5
12921,543759,2011-02-11 15:12:00,ASSORTED COLOUR BIRD ORNAMENT|JUMBO BAG RED RETROSPOT,112.58
12921,545022,2011-02-25 14:24:00,REGENCY CAKESTAND 3 TIER,51.0
