client_id,revenue,segment
13811,814.5,LowValue
13812,539.0,LowValue
13813,1366.8600000000001,LowValue
13814,1579.12,LowValue
13815,4027.36,HighValue
13816,571.6700000000001,LowValue
13817,382.98,LowValue
13819,1140.35,LowValue
13821,385.64,LowValue
13822,632.0,LowValue
13823,957.66,LowValue
13824,1698.94,HighValue
13826,189.5,LowValue
13827,412.05,LowValue
13828,209.49,LowValue
13831,2202.99,HighValue
13832,52.199999999999996,LowValue
13833,384.8,LowValue
13835,834.57,LowValue
13837,271.24,LowValue
13838,691.73,LowValue
13841,85.0,LowValue
13842,3385.62,HighValue
13844,361.62,LowValue
13845,312.98,LowValue
13846,865.0600000000001,LowValue
13848,1255.0,LowValue
13849,1537.95,LowValue
13850,1595.48,LowValue
13851,2651.46,HighValue
13853,1090.14,LowValue
13854,8109.5199999999995,HighValue
13856,388.5,LowValue
13858,216.17,LowValue
13859,201.16,LowValue
13860,1245.9,LowValue
13862,2209.36,HighValue
13863,305.78,LowValue
13865,501.56,LowValue
13866,145.67000000000002,LowValue
13867,1015.29,LowValue
13868,3192.54,HighValue
13869,3104.95,HighValue
13870,2770.94,HighValue
13871,6403.25,HighValue
13873,389.6,LowValue
13874,540.45,LowValue
13875,1786.79,HighValue
13876,122.7,LowValue
13877,117.24,LowValue
13878,1281.53,LowValue
13880,3219.77,HighValue
13881,17159.52,HighValue
13882,1191.13,LowValue
13883,2674.48,HighValue
13884,787.6,LowValue
13885,506.8,LowValue
13886,243.56,LowValue
13887,349.55,LowValue
13888,605.63,LowValue
13889,416.90000000000003,LowValue
13890,1883.8100000000002,HighValue
13892,632.97,LowValue
13893,821.1,LowValue
13894,564.62,LowValue
13895,2593.07,HighValue
13897,311.16,LowValue
13898,155.93,LowValue
13899,388.52,LowValue
13900,740.95,LowValue
13901,2867.2,HighValue
13904,332.64,LowValue
13908,2369.55,HighValue
13911,2580.91,HighValue
13914,626.45,LowValue
13917,272.04,LowValue
13918,1212.8400000000001,LowValue
13919,384.81,LowValue
13922,172.25,LowValue
13923,351.13,LowValue
13924,1838.8500000000001,HighValue
13925,678.25,LowValue
13926,223.85000000000002,LowValue
13927,348.99,LowValue
13928,464.57,LowValue
13929,842.65,LowValue
13930,337.34,LowValue
13931,1237.53,LowValue
13932,307.4,LowValue
13933,608.7900000000001,LowValue
13934,922.1,LowValue
13936,376.58,LowValue
13937,158.85,LowValue
13938,71.66,LowValue
13939,568.55,LowValue
13940,839.14,LowValue
13941,5112.96,HighValue
13946,561.5699999999999,LowValue
13947,90.6,LowValue
13948,102.0,LowValue
13949,2427.32,HighValue
13950,745.06,LowValue
13951,674.45,LowValue
13952,3251.071,HighValue
13953,3515.68,HighValue
13954,439.92,LowValue
13955,322.96,LowValue
13956,1026.42,LowValue
13959,598.2,LowValue
13960,230.22,LowValue
13962,169.55,LowValue
13963,664.54,LowValue
13967,80.7,LowValue
13969,9053.94,HighValue
13971,2758.26,HighValue
13972,190.25,LowValue
13973,264.7,LowValue
13974,413.59000000000003,LowValue
13975,2526.28,HighValue
13976,357.98,LowValue
13978,196.79000000000002,LowValue
13979,869.87,LowValue
13980,200.14,LowValue
13982,1871.81,HighValue
13983,2603.43,HighValue
13984,920.51,LowValue
13985,7060.13,HighValue
13986,320.46,LowValue
13988,4147.96,HighValue
13989,1266.08,LowValue
13990,311.3,LowValue
13991,855.97,LowValue
13992,76.8,LowValue
13993,3466.36,HighValue
13994,2313.14,HighValue
13995,1393.69,LowValue
13999,3901.81,HighValue
14000,635.66,LowValue
14001,2043.0800000000002,HighValue
14002,529.73,LowValue
14004,4582.64,HighValue
14005,2874.72,HighValue
14006,962.19,LowValue
14009,695.61,LowValue
14012,328.8,LowValue
14013,473.02,LowValue
14014,505.18,LowValue
14015,917.34,LowValue
14016,4341.21,HighValue
14019,1421.61,LowValue
14020,642.8,LowValue
14021,631.9,LowValue
14022,440.0,LowValue
14023,584.07,LowValue
14024,327.7,LowValue
14027,104.82,LowValue
14029,467.66,LowValue
14030,2360.09,HighValue
14031,17286.86,HighValue
14032,2975.59,HighValue
14034,651.8199999999999,LowValue
14035,1428.02,LowValue
14036,626.65,LowValue
14037,147.20000000000002,LowValue
14038,1560.38,LowValue
14039,152.2,LowValue
14040,3614.92,HighValue
14041,141.41,LowValue
14044,652.82,LowValue
14045,1659.75,LowValue
14046,154.99,LowValue
14047,1308.6100000000001,LowValue
14048,409.93,LowValue
14049,5681.72,HighValue
14050,746.36,LowValue
14051,15610.390000000001,HighValue
14052,225.36,LowValue
14053,260.25,LowValue
14054,92.46,LowValue
14055,725.6400000000001,LowValue
14056,8214.65,HighValue
14057,6217.96,HighValue
14059,183.6,LowValue
14060,6140.42,HighValue
14062,10464.85,HighValue
14064,1353.74,LowValue
14066,152.55,LowValue
14067,374.7,LowValue
14068,265.85,LowValue
14071,1438.82,LowValue
14073,151.04,LowValue
14075,942.26,LowValue
14076,122.47,LowValue
14077,499.41999999999996,LowValue
14078,1049.37,LowValue
14079,375.1,LowValue
14080,45.599999999999994,LowValue
14081,934.52,LowValue
14082,182.25,LowValue
14083,1018.43,LowValue
14085,4448.54,HighValue
14087,194.42,LowValue
14088,50491.81,HighValue
14089,161.0,LowValue
14090,76.32000000000001,LowValue
14092,4076.91,HighValue
14093,442.85,LowValue
14096,65164.79,HighValue
14098,147.35,LowValue
14099,3104.17,HighValue
14100,194.9,LowValue
14101,5976.79,HighValue
14102,1360.28,LowValue
14104,216.20999999999998,LowValue
14105,1266.23,LowValue
14107,2703.23,HighValue
14108,597.91,LowValue
14109,144.2,LowValue
14110,5683.15,HighValue
14111,692.85,LowValue
14112,2915.15,HighValue
14113,1840.42,HighValue
14114,386.53,LowValue
14116,1382.74,LowValue
14117,90.0,LowValue
14121,2780.15,HighValue
14124,419.58000000000004,LowValue
14125,2740.43,HighValue
14126,706.1300000000001,LowValue
14127,709.71,LowValue
14128,637.5,LowValue
14129,1123.8600000000001,LowValue
14130,483.86,LowValue
14132,3586.0299999999997,HighValue
14133,605.64,LowValue
14135,4690.31,HighValue
14138,982.3800000000001,LowValue
14139,415.82,LowValue
14140,935.05,LowValue
14141,915.13,LowValue
14142,311.81,LowValue
14143,115.8,LowValue
14145,3742.2,HighValue
14146,4191.0,HighValue
14147,483.4,LowValue
14148,157.2,LowValue
14149,446.62,LowValue
14150,658.64,LowValue
14152,621.29,LowValue
14154,1345.62,LowValue
14155,118.75,LowValue
14156,117379.63,HighValue
14157,432.88,LowValue
14158,507.66,LowValue
14159,4693.01,HighValue
14161,1110.52,LowValue
14162,289.36,LowValue
14163,2445.91,HighValue
14164,1631.77,LowValue
14165,122.53999999999999,LowValue
14167,574.84,LowValue
14171,363.79,LowValue
14173,450.84,LowValue
14174,134.46,LowValue
14175,3222.3,HighValue
14176,576.9000000000001,LowValue
14177,559.41,LowValue
14178,1620.93,LowValue
14179,719.78,LowValue
14180,4748.52,HighValue
14184,452.89,LowValue
14185,197.65,LowValue
14188,2054.36,HighValue
14189,4654.08,HighValue
14191,4684.76,HighValue
14193,853.39,LowValue
14194,11349.52,HighValue
14195,1012.0,LowValue
14196,335.52,LowValue
14198,701.4,LowValue
14199,185.39999999999998,LowValue
14201,747.44,LowValue
14204,161.03,LowValue
14205,466.7,LowValue
14206,328.15999999999997,LowValue
14208,151.74,LowValue
14209,2073.43,HighValue
14210,1905.8400000000001,HighValue
14211,2241.1,HighValue
14212,1070.48,LowValue
14214,1004.38,LowValue
14215,1789.72,HighValue
14216,1839.3,HighValue
14217,2004.98,HighValue
14218,169.48000000000002,LowValue
14219,89.94,LowValue
14220,632.4,LowValue
14221,3432.8,HighValue
14222,683.17,LowValue
14223,991.13,LowValue
14224,1050.12,LowValue
14226,2232.19,HighValue
14227,3350.96,HighValue
14229,1547.2,LowValue
14231,925.71,LowValue
14232,2048.07,HighValue
14233,1462.72,LowValue
14234,775.46,LowValue
14235,3144.86,HighValue
14236,490.86,LowValue
14237,161.0,LowValue
14238,146.85,LowValue
14239,2380.85,HighValue
14240,890.34,LowValue
14241,213.70000000000002,LowValue
14242,280.55,LowValue
14243,2588.77,HighValue
14245,1693.45,HighValue
14246,1474.06,LowValue
14247,136.76999999999998,LowValue
14248,302.58,LowValue
14250,1904.05,HighValue
14251,2879.7000000000003,HighValue
14256,969.0600000000001,LowValue
14257,3099.7200000000003,HighValue
14258,12669.98,HighValue
14259,120.0,LowValue
14261,1163.45,LowValue
14262,2618.23,HighValue
14264,333.97,LowValue
14265,530.18,LowValue
14267,1516.24,LowValue
14270,492.65000000000003,LowValue
14271,112.32,LowValue
14272,437.96,LowValue
14273,559.97,LowValue
14276,1119.74,LowValue
14277,4216.2,HighValue
14280,134.04,LowValue
14282,3729.34,HighValue
14284,595.25,LowValue
14285,1910.01,HighValue
14286,4628.75,HighValue
14287,176.63,LowValue
14288,426.6,LowValue
14289,911.26,LowValue
14290,2314.65,HighValue
14291,3883.25,HighValue
14292,4871.93,HighValue
14293,1046.56,LowValue
14295,166.20000000000002,LowValue
14297,1305.33,LowValue
14298,51527.3,HighValue
14299,3965.62,HighValue
14300,43.2,LowValue
14301,640.14,LowValue
14304,383.45,LowValue
14305,1858.96,HighValue
14306,2093.32,HighValue
14307,2995.72,HighValue
14309,2352.53,HighValue
14311,310.26,LowValue
14312,1611.59,LowValue
14314,120.0,LowValue
14315,2481.13,HighValue
14317,508.58000000000004,LowValue
14320,477.79,LowValue
14321,1530.75,LowValue
14323,605.0600000000001,LowValue
14326,183.85,LowValue
14327,311.65,LowValue
14329,5014.84,HighValue
14331,462.65999999999997,LowValue
14332,866.31,LowValue
14333,415.2,LowValue
14334,2552.21,HighValue
14335,468.26,LowValue
14336,1614.91,LowValue
14338,588.22,LowValue
14339,309.52,LowValue
14340,134.7,LowValue
14341,2182.28,HighValue
14342,668.5600000000001,LowValue
14344,889.9300000000001,LowValue
14345,108.97999999999999,LowValue
14346,1021.58,LowValue
14348,409.57,LowValue
14349,133.5,LowValue
14350,282.93,LowValue
14351,51.0,LowValue
14352,1078.96,LowValue
14353,90.6,LowValue
14354,163.62,LowValue
14355,174.4,LowValue
14356,701.23,LowValue
14357,225.77,LowValue
14359,912.18,LowValue
14360,2128.23,HighValue
14362,161.2,LowValue
14364,3717.35,HighValue
14367,9261.52,HighValue
14368,155.0,LowValue
14371,100.5,LowValue
14373,76.55,LowValue
14375,257.68,LowValue
14377,617.05,LowValue
14379,348.1,LowValue
14381,202.68,LowValue
14382,626.0699999999999,LowValue
14383,1247.69,LowValue
14385,202.11,LowValue
14386,142.4,LowValue
14387,1770.56,HighValue
14388,3212.84,HighValue
14389,1043.46,LowValue
14390,4652.82,HighValue
14393,67.95,LowValue
14395,3507.71,HighValue
14396,487.99,LowValue
14397,2612.96,HighValue
14400,574.7,LowValue
14401,4051.48,HighValue
14403,1475.81,LowValue
14404,1474.32,LowValue
14406,156.75,LowValue
14407,2157.73,HighValue
14408,2606.53,HighValue
14409,2059.4500000000003,HighValue
14410,1105.07,LowValue
14411,1063.0,LowValue
14412,770.03,LowValue
14413,122.7,LowValue
14414,1496.98,LowValue
14415,5900.28,HighValue
14416,490.22,LowValue
14418,1937.25,HighValue
14419,1058.06,LowValue
14420,387.52,LowValue
14421,813.11,LowValue
14422,4263.64,HighValue
14423,265.2,LowValue
14424,322.08,LowValue
14426,4481.67,HighValue
14427,363.34000000000003,LowValue
14428,1244.83,LowValue
14431,470.36,LowValue
14432,2255.51,HighValue
14434,1372.8,LowValue
14436,89.06,LowValue
14437,63.0,LowValue
14438,131.9,LowValue
14439,2661.24,HighValue
14440,2357.6800000000003,HighValue
14441,1712.89,HighValue
14442,1589.82,LowValue
14443,1420.2,LowValue
14446,1039.58,LowValue
14447,1163.23,LowValue
14448,375.35,LowValue
14449,907.1,LowValue
14450,483.25,LowValue
14451,662.59,LowValue
14452,264.44,LowValue
14453,119.93,LowValue
14456,3062.4,HighValue
14457,113.64,LowValue
14459,1837.92,HighValue
14460,434.34,LowValue
14461,2103.06,HighValue
14462,2004.02,HighValue
14463,529.62,LowValue
14465,1058.6200000000001,LowValue
14466,2272.4,HighValue
14467,598.76,LowValue
14470,461.19,LowValue
14472,1936.84,HighValue
14473,234.34000000000003,LowValue
14474,547.66,LowValue
14475,925.85,LowValue
14476,215.7,LowValue
14477,1309.6,LowValue
14479,316.25,LowValue
14480,279.05,LowValue
14481,636.51,LowValue
14482,2068.15,HighValue
14483,137.1,LowValue
14484,321.92,LowValue
14485,165.75,LowValue
14487,1196.33,LowValue
14488,1064.28,LowValue
14489,463.38,LowValue
14491,340.93,LowValue
14493,2383.2400000000002,HighValue
14494,139.56,LowValue
14495,123.8,LowValue
14496,538.8100000000001,LowValue
14497,475.37,LowValue
14498,1957.32,HighValue
14499,815.32,LowValue
14500,356.85,LowValue
14501,251.21,LowValue
14502,2470.67,HighValue
14503,3543.26,HighValue
14504,673.26,LowValue
14505,5905.64,HighValue
14506,2012.17,HighValue
14507,1383.18,LowValue
14508,276.42,LowValue
14511,1314.81,LowValue
14512,275.28,LowValue
14513,455.59000000000003,LowValue
14514,1055.35,LowValue
14515,2102.09,HighValue
14517,330.45,LowValue
14518,174.37,LowValue
14520,270.6,LowValue
14522,974.54,LowValue
14523,241.09,LowValue
14524,1867.68,HighValue
14525,4332.2,HighValue
14527,8508.82,HighValue
14528,364.21999999999997,LowValue
14529,620.04,LowValue
14530,2925.91,HighValue
14532,932.85,LowValue
14533,1949.72,HighValue
14534,4447.05,HighValue
14535,2864.19,HighValue
14536,171.8,LowValue
14537,355.56,LowValue
14538,388.25,LowValue
14539,537.48,LowValue
14540,996.26,LowValue
14541,1461.65,LowValue
14542,103.25,LowValue
14543,3630.33,HighValue
14544,2024.45,HighValue
14546,2578.09,HighValue
14547,4007.54,HighValue
14548,652.8,LowValue
14549,289.24,LowValue
14550,765.62,LowValue
14551,186.23,LowValue
14552,165.07,LowValue
14553,859.27,LowValue
14554,2381.04,HighValue
14555,324.14,LowValue
14557,788.38,LowValue
14560,2237.77,HighValue
14561,1080.76,LowValue
14562,5074.77,HighValue
14565,3099.12,HighValue
14566,1432.0,LowValue
14567,1530.3600000000001,LowValue
14569,227.39,LowValue
14570,218.06,LowValue
14572,2832.84,HighValue
14573,1653.42,LowValue
14576,35.400000000000006,LowValue
14577,859.71,LowValue
14578,168.63,LowValue
14581,138.6,LowValue
14582,114.11,LowValue
14583,1052.55,LowValue
14584,1042.26,LowValue
14585,157.05,LowValue
14586,237.36,LowValue
14587,1601.14,LowValue
14589,39.75,LowValue
14591,1447.14,LowValue
14592,570.46,LowValue
14593,617.99,LowValue
14594,379.83,LowValue
14595,1740.6,HighValue
14597,883.15,LowValue
14598,221.97,LowValue
14600,393.33000000000004,LowValue
14601,213.96,LowValue
14603,660.0,LowValue
14606,12156.65,HighValue
14607,16569.5,HighValue
14608,1785.15,HighValue
14609,601.56,LowValue
14616,406.08000000000004,LowValue
14618,553.44,LowValue
14619,394.44,LowValue
14620,412.78000000000003,LowValue
14621,1788.3600000000001,HighValue
14622,320.58000000000004,LowValue
14623,889.25,LowValue
14624,225.85,LowValue
14625,899.63,LowValue
14626,2791.27,HighValue
14628,671.96,LowValue
14629,959.01,LowValue
14631,1006.98,LowValue
14632,114.56,LowValue
14633,344.90000000000003,LowValue
14636,609.85,LowValue
14638,443.6,LowValue
14639,2984.49,HighValue
14640,2125.08,HighValue
14641,110.46,LowValue
14642,96.12,LowValue
14643,693.8100000000001,LowValue
14644,830.76,LowValue
14645,597.09,LowValue
14646,280206.02,HighValue
14647,243.22,LowValue
14649,1417.29,LowValue
14651,654.6,LowValue
14652,114.18,LowValue
14653,1947.55,HighValue
14655,1932.23,HighValue
14656,291.05,LowValue
14657,848.22,LowValue
14658,247.15,LowValue
14659,2529.93,HighValue
14660,285.74,LowValue
14661,107.95,LowValue
14662,771.17,LowValue
14664,637.89,LowValue
14665,1835.7,HighValue
14666,195.25,LowValue
14667,9241.2,HighValue
14669,1269.99,LowValue
14670,411.53,LowValue
14672,765.55,LowValue
14673,1736.4,HighValue
14675,604.75,LowValue
14676,2548.2400000000002,HighValue
14680,28754.11,HighValue
14681,498.95,LowValue
14682,52.0,LowValue
14684,1236.28,LowValue
14687,628.38,LowValue
14688,5630.87,HighValue
14689,112.8,LowValue
14690,371.7,LowValue
14691,2114.33,HighValue
14692,591.55,LowValue
14693,172.9,LowValue
14696,2078.95,HighValue
14697,188.60999999999999,LowValue
14698,1250.76,LowValue
14699,109.13000000000001,LowValue
14700,2235.3,HighValue
14701,2549.37,HighValue
14702,3292.14,HighValue
14703,318.17,LowValue
14704,1546.91,LowValue
14705,179.0,LowValue
14708,1126.37,LowValue
14709,4921.04,HighValue
14710,606.13,LowValue
14711,2868.8,HighValue
14712,917.07,LowValue
14713,2666.36,HighValue
14714,160.19,LowValue
14715,867.38,LowValue
14716,329.68,LowValue
14719,1602.13,LowValue
14720,663.81,LowValue
14722,187.92000000000002,LowValue
14723,1158.3,LowValue
14725,718.08,LowValue
14727,268.58,LowValue
14729,313.49,LowValue
14730,2005.06,HighValue
14731,380.02,LowValue
14732,2702.4900000000002,HighValue
14733,9585.91,HighValue
14735,6065.69,HighValue
14737,1164.55,LowValue
14738,1314.45,LowValue
14739,3902.28,HighValue
14740,1448.21,LowValue
14741,1400.34,LowValue
14744,1099.98,LowValue
14745,1220.26,LowValue
14747,328.2,LowValue
14748,1415.75,LowValue
14752,389.64,LowValue
14753,563.15,LowValue
14754,638.05,LowValue
14755,5010.28,HighValue
14756,738.96,LowValue
14757,420.5,LowValue
14758,1484.06,LowValue
14759,1625.97,LowValue
14760,89.2,LowValue
14761,255.9,LowValue
14762,300.52,LowValue
14764,278.3,LowValue
14765,254.11,LowValue
14766,2473.37,HighValue
14768,192.60000000000002,LowValue
14769,10674.75,HighValue
14770,876.42,LowValue
14772,139.26,LowValue
14775,1011.9,LowValue
14776,2538.3,HighValue
14778,730.86,LowValue
14779,386.15,LowValue
14780,447.68,LowValue
14782,200.10000000000002,LowValue
14784,289.99,LowValue
14785,77.4,LowValue
14788,679.4399999999999,LowValue
14789,197.64,LowValue
14790,745.06,LowValue
14792,6.2,LowValue
14793,228.99,LowValue
14794,1319.91,LowValue
14795,131.45000000000002,LowValue
14796,8022.49,HighValue
14798,173.74,LowValue
14799,157.7,LowValue
14800,4339.74,HighValue
14801,193.14,LowValue
14803,845.55,LowValue
14804,353.27,LowValue
14805,554.65,LowValue
14806,193.39000000000001,LowValue
14808,2741.17,HighValue
14810,2087.88,HighValue
14813,155.43,LowValue
14815,778.5,LowValue
14816,271.85,LowValue
14817,1110.34,LowValue
14818,657.8,LowValue
14819,272.07,LowValue
14820,507.29,LowValue
14821,48.800000000000004,LowValue
14823,321.43,LowValue
14824,1127.71,LowValue
14825,2226.91,HighValue
14828,2139.76,HighValue
14829,697.55,LowValue
14830,197.13,LowValue
14834,1720.3,HighValue
14836,102.44999999999999,LowValue
14837,1649.5,LowValue
14840,62.85,LowValue
14841,3295.76,HighValue
14842,2824.69,HighValue
14844,3189.81,HighValue
14847,309.4,LowValue
14849,7930.54,HighValue
14850,325.75,LowValue
14851,511.35,LowValue
14852,2836.69,HighValue
14853,475.8,LowValue
14854,2759.83,HighValue
14855,645.65,LowValue
14856,1311.3799999999999,LowValue
14857,1173.12,LowValue
14859,1353.74,LowValue
14860,170.32,LowValue
14861,125.79,LowValue
14862,841.1999999999999,LowValue
14863,266.76,LowValue
14865,52.2,LowValue
14866,14389.9,HighValue
14867,710.28,LowValue
14868,2953.59,HighValue
14869,725.7,LowValue
14870,327.25,LowValue
14871,522.38,LowValue
14873,519.68,LowValue
14875,1465.3200000000002,LowValue
14878,1485.54,LowValue
14880,706.19,LowValue
14881,255.4,LowValue
14882,589.7,LowValue
14883,761.59,LowValue
14885,765.3199999999999,LowValue
14886,364.8,LowValue
14887,1862.0,HighValue
14888,369.2,LowValue
14889,135.9,LowValue
14890,125.65,LowValue
14891,554.38,LowValue
14893,1237.8500000000001,LowValue
14894,655.75,LowValue
14895,11138.710000000001,HighValue
14896,468.77000000000004,LowValue
14897,1366.38,LowValue
14898,1303.52,LowValue
14901,1421.29,LowValue
14902,332.66,LowValue
14903,2810.63,HighValue
14904,1025.44,LowValue
14905,616.15,LowValue
14907,3501.1,HighValue
14908,277.8,LowValue
14910,434.35,LowValue
14911,143825.06,HighValue
14912,867.85,LowValue
14913,1227.43,LowValue
14915,307.48,LowValue
14916,1268.98,LowValue
14918,1610.15,LowValue
14920,977.77,LowValue
14921,1316.07,LowValue
14923,749.1,LowValue
14924,310.05,LowValue
14929,223.88,LowValue
14930,2372.86,HighValue
14931,1257.68,LowValue
14932,363.53,LowValue
14934,1890.94,HighValue
14935,1784.71,HighValue
14936,8137.02,HighValue
14937,1621.88,LowValue
14944,5900.25,HighValue
14946,100.9,LowValue
14947,290.82,LowValue
14948,1101.97,LowValue
14950,371.2,LowValue
14951,311.69,LowValue
14952,8099.49,HighValue
14953,289.82,LowValue
14954,336.17,LowValue
14957,58.49,LowValue
14958,499.68,LowValue
14959,695.42,LowValue
14960,221.27,LowValue
14961,7044.68,HighValue
14962,126.7,LowValue
14963,1487.8,LowValue
14964,206.21,LowValue
14965,599.0,LowValue
14966,191.32,LowValue
14967,463.8,LowValue
14968,147.59,LowValue
14970,1592.06,LowValue
14971,1116.57,LowValue
14972,114.77,LowValue
14973,1314.45,LowValue
14974,114.39,LowValue
14975,279.94,LowValue
14976,790.86,LowValue
14978,1931.42,HighValue
14981,102.12,LowValue
14984,213.27,LowValue
14985,296.75,LowValue
14987,326.4,LowValue
14988,334.54,LowValue
14995,233.23000000000002,LowValue
14997,546.1999999999999,LowValue
14998,429.87,LowValue
15000,490.52,LowValue
15002,1641.76,LowValue
15004,1246.32,LowValue
15005,6316.57,HighValue
15006,502.09,LowValue
15007,156.91,LowValue
15009,1261.78,LowValue
15010,308.94,LowValue
15012,423.04,LowValue
15014,260.17,LowValue
15016,170.04,LowValue
15017,125.58,LowValue
15018,496.21000000000004,LowValue
15019,266.0,LowValue
15021,1914.82,HighValue
15022,905.04,LowValue
15023,6802.76,HighValue
15024,1661.33,LowValue
15025,377.01,LowValue
15026,469.0,LowValue
15027,1066.1499999999999,LowValue
15028,627.13,LowValue
15030,518.28,LowValue
15031,668.14,LowValue
15032,4959.1,HighValue
15033,2586.67,HighValue
15034,4308.61,HighValue
15035,252.73000000000002,LowValue
15036,465.55,LowValue
15038,705.49,LowValue
15039,19914.44,HighValue
15041,180.35,LowValue
15042,135.93,LowValue
15043,537.0,LowValue
15044,7700.2300000000005,HighValue
15045,735.66,LowValue
15046,5213.7699999999995,HighValue
15047,343.62,LowValue
15048,384.05,LowValue
15049,121.17000000000002,LowValue
15050,1782.09,HighValue
15051,1391.61,LowValue
15052,215.78,LowValue
15053,697.79,LowValue
15054,302.1,LowValue
15057,1489.5,LowValue
15058,2124.9900000000002,HighValue
15059,1337.72,LowValue
15060,303.09,LowValue
15061,54534.14,HighValue
15062,987.86,LowValue
15063,370.79999999999995,LowValue
15065,3158.13,HighValue
15066,893.59,LowValue
15067,1744.76,HighValue
15068,553.36,LowValue
15069,1109.53,LowValue
15070,106.2,LowValue
15071,982.07,LowValue
15073,1043.41,LowValue
15074,748.87,LowValue
15075,773.03,LowValue
15076,880.85,LowValue
15078,9743.11,HighValue
15079,895.61,LowValue
15081,504.8,LowValue
15083,88.2,LowValue
15087,306.94,LowValue
15088,1160.07,LowValue
15089,2420.84,HighValue
15090,381.32,LowValue
15091,480.71,LowValue
15092,457.81,LowValue
15093,4597.02,HighValue
15095,1370.6,LowValue
15096,219.39000000000001,LowValue
15097,248.08,LowValue
15098,39916.5,HighValue
15099,410.48,LowValue
15100,876.0,LowValue
15101,317.53,LowValue
15103,703.36,LowValue
15104,1027.44,LowValue
15105,2298.93,HighValue
15106,1422.52,LowValue
15107,319.5,LowValue
15108,1300.25,LowValue
15109,484.95,LowValue
15110,996.1,LowValue
15111,1567.48,LowValue
15113,3609.33,HighValue
15114,2760.56,HighValue
15115,340.11,LowValue
15116,1352.75,LowValue
15117,1551.78,LowValue
15118,244.8,LowValue
15119,266.4,LowValue
15120,358.82,LowValue
15121,457.72,LowValue
15122,1633.78,LowValue
15123,2199.31,HighValue
15124,184.19,LowValue
15125,11528.48,HighValue
15127,406.53,LowValue
15128,1471.0,LowValue
15129,3447.4,HighValue
15130,330.11,LowValue
15132,977.9300000000001,LowValue
15133,982.42,LowValue
15134,1387.99,LowValue
15135,139.05,LowValue
15136,1286.7,LowValue
15139,178.96,LowValue
15140,2354.25,HighValue
15142,498.74,LowValue
15143,259.45,LowValue
15144,6580.44,HighValue
15145,1194.73,LowValue
15146,1327.16,LowValue
15147,623.5,LowValue
15148,301.29,LowValue
15149,520.8000000000001,LowValue
15150,5314.47,HighValue
15152,4745.69,HighValue
15153,329.25,LowValue
15154,296.42,LowValue
15156,961.49,LowValue
15157,1936.07,HighValue
15158,401.40000000000003,LowValue
15159,18641.010000000002,HighValue
15160,158.16,LowValue
15163,304.47,LowValue
15164,843.05,LowValue
15165,487.75,LowValue
15167,163.0,LowValue
15168,106.56,LowValue
15171,1289.5,LowValue
15172,1624.05,LowValue
15174,135.75,LowValue
15175,224.14,LowValue
15178,40.5,LowValue
15179,2206.95,HighValue
15180,87.5,LowValue
15181,689.4799999999999,LowValue
15182,622.85,LowValue
15184,406.76,LowValue
15185,310.62,LowValue
15186,411.41,LowValue
15187,4777.18,HighValue
15189,16225.39,HighValue
15192,1044.32,LowValue
15193,499.32,LowValue
15194,7616.53,HighValue
15195,3861.0,HighValue
15197,1079.6100000000001,LowValue
15198,193.64,LowValue
15199,1268.7,LowValue
15201,1236.54,LowValue
15203,1827.8,HighValue
15204,316.58,LowValue
15205,653.24,LowValue
15206,420.29999999999995,LowValue
15208,870.12,LowValue
15210,331.18,LowValue
15211,894.4100000000001,LowValue
15212,101.8,LowValue
15213,328.35,LowValue
15214,1661.44,LowValue
15215,734.94,LowValue
15216,96.6,LowValue
15218,5756.89,HighValue
15219,305.75,LowValue
15220,1778.96,HighValue
15221,403.25,LowValue
15222,585.0,LowValue
15223,755.75,LowValue
15224,322.08,LowValue
15225,409.40000000000003,LowValue
15226,154.41,LowValue
15227,1219.4,LowValue
15228,3386.71,HighValue
15230,429.6,LowValue
15232,612.06,LowValue
15234,197.0,LowValue
15235,2247.51,HighValue
15236,321.05,LowValue
15237,1412.32,LowValue
15238,1071.99,LowValue
15239,780.59,LowValue
15240,1706.57,HighValue
15241,1756.44,HighValue
15243,316.68,LowValue
15244,631.57,LowValue
15245,2515.84,HighValue
15246,514.15,LowValue
15247,356.0,LowValue
15249,6688.46,HighValue
15251,10484.99,HighValue
15252,740.78,LowValue
15253,918.1999999999999,LowValue
15254,300.36,LowValue
15255,890.85,LowValue
15256,98.45,LowValue
15257,317.15,LowValue
15258,623.16,LowValue
15260,1810.77,HighValue
15261,254.82,LowValue
15262,178.95000000000002,LowValue
15263,156.51,LowValue
15264,393.74,LowValue
15265,1506.1200000000001,LowValue
15266,119.3,LowValue
15267,1717.36,HighValue
15269,408.8,LowValue
15270,2379.49,HighValue
15271,2507.07,HighValue
15272,721.94,LowValue
15274,716.57,LowValue
15275,615.14,LowValue
15276,135.31,LowValue
15277,255.89999999999998,LowValue
15279,290.51,LowValue
15280,113.12,LowValue
15281,2332.15,HighValue
15286,240.55,LowValue
15287,486.69,LowValue
15288,2306.52,HighValue
15289,939.78,LowValue
15290,7943.22,HighValue
15291,4668.3,HighValue
15292,180.94,LowValue
15296,3672.86,HighValue
15297,641.94,LowValue
15298,4799.9,HighValue
15299,4507.01,HighValue
15300,496.44,LowValue
15301,5070.35,HighValue
15303,574.02,LowValue
15304,694.4000000000001,LowValue
15306,1174.35,LowValue
